customer_id,first_name,last_name,email,phone,street_address,city,state,postal_code,country,signup_date,loyalty_score
68,Donna,Reed,qaguilar@hotmail.com,5576198386,0810 Thomas Skyway Apt. 342,Jamesside,MP,08631,USA,2021-04-07,3.21
69,Tyler,Daugherty,bennettroy@hotmail.com,526.988.6153x35554,57202 Carlson Trail Suite 798,New Carlos,NC,29331,USA,2025-08-23,31.55
70,Hannah,Allen,lukemiller@gmail.com,001-520-675-0110x2481,Unit 8801 Box 3361,Lucasland,AE,70985,USA,2024-05-02,26.77
71,Jared,Stewart,kathy76@yahoo.com,335-436-8222x3943,83268 Choi Divide Suite 508,Medinaland,OK,78705,USA,2025-09-10,21.1
72,Tara,Gamble,todd59@hotmail.com,(357)477-5478,955 Jackson Island,Hillstad,WA,84496,USA,2021-07-25,94.29
73,Charles,Ryan,michaelwalker@hotmail.com,322.699.2750x373,8816 Shaw Shore,Port Willie,RI,90175,USA,2024-01-04,87.64
74,Christine,Velez,lisa57@yahoo.com,001-417-477-3926x0302,2318 Lewis Ferry,South Lisa,GU,16010,USA,2025-03-24,31.47
75,Bridget,Jackson,yburke@hotmail.com,772-298-0686,57991 Nicholas Curve Apt. 038,Port Amandaville,HI,62874,USA,2025-05-17,65.54
76,Robert,Clarke,lanedavid@gmail.com,525.988.7449x5621,5126 Green Plain Suite 959,Arnoldside,WV,27199,USA,2022-03-30,39.56
77,Jennifer,Morgan,jennifer90@gmail.com,+1-766-693-8011x84895,84309 Christina Spring,Kimberlystad,GA,11883,USA,2022-10-17,91.45
78,Jennifer,Smith,carlos33@yahoo.com,482-575-5394,USS Haynes,Christophermouth,AA,33040,USA,2025-02-10,45.89
79,Dana,Baker,wwhite@hotmail.com,4366915594,86780 Long Spur,Stewarttown,UT,68423,USA,2022-11-19,26.49
80,Louis,Diaz,thomassmith@yahoo.com,+1-584-450-6159,4489 Raymond Spurs Apt. 034,Jordanstad,NV,98096,USA,2023-04-16,24.66
81,Jordan,Hampton,catherine64@yahoo.com,001-968-411-4921x64334,987 Jackson Walk Apt. 234,Kelleytown,CT,08862,USA,2021-12-25,56.14
82,Mary,Dalton,brittanybryant@hotmail.com,+1-507-274-0649,845 Fernandez Valley Apt. 745,West Justin,AL,00513,USA,2025-07-13,26.27
83,Stephen,Kim,nnelson@yahoo.com,(470)551-2046x187,80214 Martinez Mill,Robertfort,NM,28968,USA,2022-12-29,58.46
84,Bryan,Tate,kingdanielle@gmail.com,(313)427-1950x052,36502 Richards Locks,Barkerberg,OR,91039,USA,2025-01-06,89.78
85,Kristin,Newman,caseymoore@yahoo.com,(351)218-1022x03173,0862 Christine Lakes Apt. 518,New Justin,WI,72782,USA,2025-09-22,39.94
86,Joseph,Miles,davenportchristian@gmail.com,922-786-8528,633 Ashley Fall,Parkchester,MI,88908,USA,2023-07-20,21.93
87,Jason,Schultz,ingramsherry@yahoo.com,001-315-272-7919x4096,07522 Richardson Prairie,Carrollborough,ME,12547,USA,2023-09-17,99.75
88,Jeffrey,Conrad,nunezwendy@yahoo.com,001-327-683-7693x89833,64622 Miller Ports,Ayalaberg,MO,66275,USA,2024-07-11,50.95
89,Kenneth,Rodriguez,rodriguezbrian@hotmail.com,9422043940,51477 Martin Streets Apt. 388,South Brandyhaven,UT,92088,USA,2021-06-07,9.09
90,Matthew,Durham,andrewsutton@yahoo.com,882.432.9832x482,46084 Edward Lock Apt. 168,Reneemouth,FL,56398,USA,2025-09-02,4.71
91,Kristin,Fry,caitlynhall@gmail.com,531.827.9757,89752 Henry Dam Apt. 330,Lake Emily,KY,54639,USA,2024-04-23,10.96
92,Samantha,Cortez,leescott@yahoo.com,302.379.3714x521,64908 Steven Rue Suite 181,South Robert,MH,91742,USA,2024-09-09,62.74
93,Michael,Acosta,adamcannon@gmail.com,602.720.5020,097 Jay Shoals Suite 767,Christineside,FM,72242,USA,2021-08-12,79.21
94,Wendy,Martin,staylor@yahoo.com,+1-652-599-7877x293,390 Ashley Roads,Jordanshire,NE,80303,USA,2020-11-17,42.22
95,Lori,Wilson,randy99@gmail.com,(412)340-5682x996,7702 Moore Mount Suite 760,East Barbaramouth,OH,70740,USA,2023-06-28,6.35
96,Devon,Miller,kaylagarcia@hotmail.com,584-609-4353,Unit 3076 Box 8104,West Steventon,AE,90554,USA,2023-03-22,38.16
97,Michael,Nelson,amber02@gmail.com,538-517-9217x17477,"PSC 0160, Box 1662",Jensenport,AP,78635,USA,2022-02-02,99.61
98,James,Lyons,nguyendebra@yahoo.com,281-372-4619x19657,93827 Jones Fords Suite 695,Wilsonmouth,CA,97411,USA,2022-09-20,52.91
99,Stephanie,Fields,sabbott@gmail.com,(466)683-2723x8656,"PSC 0085, Box 1403",Garrettfurt,AA,92542,USA,2021-12-08,97.11
100,Mariah,Thomas,jenniferadams@hotmail.com,991.937.1894x90580,751 Nixon Common,Stevenland,PR,98881,USA,2025-03-24,86.08
101,Gary,Gomez,david44@yahoo.com,+1-627-366-3723x950,275 Jose Squares,Traceyberg,NC,04838,USA,2021-04-25,1.15
102,Karen,Alvarez,matthew41@yahoo.com,330-409-1093x911,393 Byrd Falls Suite 800,Bellport,CT,90350,USA,2024-01-25,72.07
103,Melissa,King,fwhite@gmail.com,(990)387-7661x8306,91741 Charles Ports Suite 707,Adamsmouth,AZ,87612,USA,2025-09-10,68.17
104,Eric,Brown,anthonydavies@gmail.com,(470)279-0320,8700 Brown Turnpike Apt. 613,North Benjamin,FL,97632,USA,2023-06-25,53.7
105,Carolyn,Garza,martinezdonald@yahoo.com,001-594-467-2324x876,3902 Kylie Roads,North Adrianland,FM,64328,USA,2021-03-09,26.68
106,Lisa,Miller,kjimenez@hotmail.com,(935)931-5313x63631,3645 Williams Streets Apt. 822,Watkinsmouth,MH,31342,USA,2021-04-30,64.1
107,Timothy,Gibson,belindatran@gmail.com,280.868.6717x7318,97740 Fitzgerald Gateway Apt. 569,South Tinaton,PW,75697,USA,2022-09-21,11.16
108,Cynthia,Duarte,alyssa46@yahoo.com,550.416.5790x55281,USNS French,Jillton,AE,81825,USA,2023-09-19,43.48
109,Mariah,Mclaughlin,zoliver@hotmail.com,2466827567,71162 Mullen Club,New Stephanie,NM,20227,USA,2022-06-23,45.37
110,Rebecca,Conley,jennifermitchell@gmail.com,(778)428-4106x727,31059 Scott Land,Tiffanyberg,AZ,87736,USA,2020-11-26,95.38
111,Edward,Kemp,seandavis@gmail.com,001-365-565-0455x478,3018 Rhodes Corners,Lake Michaelberg,PA,79809,USA,2024-08-24,87.59
112,Dylan,Shaffer,dthompson@hotmail.com,946-327-3014,26487 Mackenzie Hollow,East Josefort,IN,04018,USA,2023-12-11,26.34
113,Sean,Burton,wfields@gmail.com,(520)428-4576x521,321 Amy Well,Codyshire,KY,90343,USA,2025-02-23,50.06
114,Rebecca,Hansen,walkermelissa@gmail.com,5144011939,21611 Kim Throughway,South Davidview,AZ,86980,USA,2023-11-10,17.87
115,Sarah,Mcmahon,lrichardson@gmail.com,+1-601-957-1647,56638 Rick Trace,Farmerport,NC,18315,USA,2022-10-15,91.26
116,Scott,Lopez,sandersalexandra@hotmail.com,(979)967-8427x114,9121 Hester Junction Apt. 961,Katelynfurt,NM,37006,USA,2022-10-31,87.05
117,Nancy,Greer,ewingnicole@gmail.com,001-977-882-8064,7002 Dyer Expressway Suite 624,Kellerside,OK,88977,USA,2023-11-13,29.84
118,Alfred,Williams,andrewnguyen@yahoo.com,(863)571-8344x049,0790 Gray Loaf Suite 917,Garrettport,NM,66399,USA,2021-08-25,63.89
119,Denise,Knight,vlewis@yahoo.com,(832)646-6513,USCGC Michael,New Jamesmouth,AP,82651,USA,2023-04-23,60.9
120,Lindsay,Sullivan,brownpeggy@yahoo.com,591.455.9636,5162 Daniel Street,Tylerland,WI,69347,USA,2021-10-10,15.28
121,Denise,Ortiz,sylviasuarez@gmail.com,832-375-6041x7765,0900 Johnny Lights Suite 518,Kevinbury,AL,52009,USA,2022-03-26,76.25
122,Guy,Guzman,melaniejennings@yahoo.com,+1-893-817-3420,2954 Christopher Land,North Stacy,MP,75263,USA,2023-01-30,53.94
123,Isabel,Valentine,jessica36@gmail.com,001-769-241-1800x537,4397 Mike Spur,Mcdanielfurt,DC,42869,USA,2020-11-29,77.86
124,James,Madden,sara44@hotmail.com,(317)507-5877x71215,562 Doyle Overpass Apt. 870,Greenmouth,HI,05201,USA,2023-04-14,53.04
125,Nicole,Carson,anthonystevens@hotmail.com,(636)410-3266,050 Nguyen Street Apt. 304,Davisview,OH,79444,USA,2021-11-22,0.06
126,Jeffrey,Drake,ryansimmons@gmail.com,+1-910-681-8661,327 Kelly Mews Apt. 742,Phillipston,MP,33092,USA,2023-11-22,32.42
127,Randy,Smith,burgesscassandra@hotmail.com,(920)431-0303,61027 Holt Ways,Ballardland,UT,88817,USA,2022-12-04,1.95
128,Scott,Ryan,cookcurtis@hotmail.com,906.895.8146x71795,Unit 7998 Box 4076,Hallton,AA,67787,USA,2021-01-16,92.91
129,Cheryl,Cooper,ntorres@hotmail.com,374.255.0842,Unit 5452 Box 2801,New Jeremyside,AA,56943,USA,2024-08-04,87.87
130,Dr.,Harrington,allisonscott@yahoo.com,(766)878-5072x08115,5482 Joseph Stravenue,Cobbberg,FL,99225,USA,2022-04-07,83.17
131,Peter,Keller,christopher85@yahoo.com,001-668-210-5485x1017,843 William Inlet,Johnport,AK,04156,USA,2024-09-20,30.75
132,Robert,MD,jenniferpoole@gmail.com,001-962-928-2772x8813,3715 Chapman Path,Barajasfort,NM,83923,USA,2021-02-22,5.79
133,Jaclyn,Crane,twilliams@yahoo.com,001-651-399-6636x5807,18510 Olson Inlet Suite 567,Contrerasberg,SC,60916,USA,2022-04-11,87.8
134,Rebecca,Zimmerman,bshaw@gmail.com,001-971-289-5690,USNS Rivers,Port Janice,AA,27476,USA,2023-10-05,94.69
135,Alexander,Rice,brianwoodward@gmail.com,+1-361-570-6304,1526 Scott Views Apt. 033,West Brucemouth,NY,50970,USA,2025-08-02,8.57
136,Jennifer,Miller,qnelson@hotmail.com,001-784-763-9855x4743,Unit 3984 Box 0289,South Hollyberg,AE,39906,USA,2022-08-29,48.6
137,Gary,Sloan,wchambers@yahoo.com,(904)479-3036x149,01753 Smith Summit Apt. 453,East Tina,AS,94585,USA,2025-07-24,6.92
138,Krystal,Fleming,arichard@yahoo.com,933-825-4110,5803 Joshua Manor Suite 506,Lake Rodney,OK,03826,USA,2021-01-26,76.06
139,David,Wells,ellisonscott@yahoo.com,407-685-9311x09193,08046 Davis Terrace,Popeville,NH,50822,USA,2023-11-22,76.58
140,Marc,Lopez,hendersonjames@gmail.com,570-573-0337,"PSC 1537, Box 7959",Robertburgh,AP,44496,USA,2024-12-15,12.84
141,James,Ross,matthewspencer@gmail.com,+1-565-659-6309,02615 Kevin Garden Suite 528,Port Jake,DE,19432,USA,2022-02-17,47.53
142,Mark,Ramirez,alicia77@yahoo.com,985.839.0789x567,33736 Kevin Lane,Port Christopher,OH,11610,USA,2024-05-06,54.98
143,Evan,Reyes,emilywright@hotmail.com,373.789.8775,92840 Campbell Key Suite 690,East Jennifer,VI,52602,USA,2022-06-19,26.51
144,Michael,Clark,bradleyantonio@gmail.com,597-341-2182x09702,Unit 5999 Box 9663,Lopezville,AA,08851,USA,2024-02-24,87.24
145,Eddie,Warren,briana87@yahoo.com,(446)392-6329x676,1693 Kent Overpass,Debbiemouth,WA,12442,USA,2024-03-19,42.31
146,Sheila,Hill,johnnyhunter@yahoo.com,(820)491-2418,5636 Alex Crescent Apt. 577,Taylorview,TN,32258,USA,2021-07-12,21.18
147,Brittany,Howard,christopherfisher@gmail.com,555-920-6506,12206 Lisa Islands,Martinezborough,ND,52282,USA,2022-09-27,53.93
148,Diana,Hanson,franklinbrenda@yahoo.com,232-863-0397x5245,903 Christina Crossing,North Devinfort,WV,32423,USA,2023-04-28,72.99
149,Morgan,Cooper,shawnamartinez@gmail.com,871-456-6277x689,81674 Jennifer Gardens,Faulknerborough,ME,37902,USA,2024-12-19,20.12
150,Jessica,Miller,travis66@hotmail.com,001-906-463-3705x024,916 Victoria Crossing Suite 923,Reidstad,NY,93447,USA,2023-01-12,31.17
151,Tiffany,Skinner,rodriguezashley@yahoo.com,(952)523-7281,640 Lisa Alley,Jessicaburgh,NC,55137,USA,2022-06-12,99.51
152,Catherine,Malone,smithjoseph@gmail.com,(266)390-5510x762,38069 Frederick Mountains,Yvonnebury,MN,89873,USA,2025-05-19,64.99
153,Paul,Wright,shatfield@gmail.com,683.533.2116x0256,289 David Underpass,South Stephanie,VI,61685,USA,2023-01-22,43.81
154,Michael,Wade,jeffreywilson@gmail.com,+1-528-999-3160x87524,195 Melissa Light,Floresstad,ID,51376,USA,2024-09-29,51.76
155,Brianna,Ortega,mariaclark@hotmail.com,001-486-912-5904x729,76420 Rogers Springs,Justinborough,MO,09915,USA,2024-12-20,12.1
156,Daniel,Brock,brittney26@gmail.com,001-674-419-2676,4926 Kimberly Way Suite 475,North Brenda,NM,84571,USA,2021-09-17,22.47
157,Terry,Pope,christopherscott@gmail.com,(597)358-5988,Unit 8458 Box 2603,Donnamouth,AA,06552,USA,2021-03-31,33.81
158,Brenda,Chase,sotojoseph@hotmail.com,(354)423-4016x361,892 Underwood Island Suite 609,Jonesland,ND,14917,USA,2025-05-06,58.83
159,Robert,Davis,douglasbradley@yahoo.com,234.314.6511x13129,"PSC 5396, Box 7275",Joshuachester,AA,66329,USA,2023-04-20,23.01
160,Adam,Vaughan,john89@gmail.com,638-214-4744x30963,832 Michael Dale,West Tara,NM,50189,USA,2024-10-21,22.02
161,Aaron,Stevens,kaylawright@yahoo.com,(850)823-7416x78725,2841 Douglas Mill Apt. 256,Billyfurt,DE,25347,USA,2021-12-26,7.1
162,Rebecca,Martinez,elizabethpatterson@yahoo.com,(909)231-0668x43356,892 Victoria Ramp,Veronicaberg,MO,05529,USA,2025-03-16,63.11
163,Eric,Adams,daniel08@gmail.com,418-295-4738,989 Allen Harbor Apt. 961,East Janet,AZ,77382,USA,2021-12-15,22.89
164,Michelle,Snow,keithsosa@gmail.com,920.629.3908,Unit 3678 Box 8127,Moralesview,AP,50852,USA,2023-06-13,90.54
165,Debra,Wilson,jennifer69@yahoo.com,+1-949-583-7354x3962,Unit 0534 Box 2408,Lake Juliefurt,AP,76950,USA,2024-07-23,85.96
166,John,Crawford,hgarcia@gmail.com,+1-651-732-7972,166 Daniel Bridge,Port Tammyville,KY,19196,USA,2024-12-09,7.09
167,Kimberly,Adams,tmcdaniel@gmail.com,+1-749-445-1475x41022,14519 Wilson Corner,Lake Ronald,NC,44389,USA,2024-03-10,23.8
168,Richard,Mendoza,patrickdunn@hotmail.com,5555247286,1968 Jacqueline Freeway,Rosarioville,MN,73688,USA,2022-10-11,66.9
169,Autumn,Dominguez,donald31@gmail.com,(867)484-9843x6241,27284 Jenkins Junction Suite 041,New Ethan,AZ,79691,USA,2022-09-02,21.42
170,Daniel,White,carlaavila@yahoo.com,001-965-221-5681x82096,41990 Williams Island,Portermouth,WV,37516,USA,2023-05-03,13.23
171,Julie,Mcclure,nallen@hotmail.com,317.452.4214x9551,USCGC Davis,Amyland,AE,19194,USA,2024-10-14,93.55
172,William,MD,figueroajohn@hotmail.com,001-916-363-6515x5973,6296 Jeffrey Well,Rodriguezburgh,NH,61906,USA,2023-03-27,57.1
173,Christopher,Harrison,hsavage@gmail.com,001-465-796-0893x199,"PSC 2016, Box 5423",Alvarezburgh,AA,55433,USA,2023-07-24,47.27
174,Judy,Hernandez,michaelfarley@hotmail.com,001-477-966-5586x851,USNV Cervantes,Wayneville,AE,40077,USA,2024-07-05,78.46
175,Kurt,Daniels,zgordon@gmail.com,+1-830-560-0025x89552,37861 Melissa Crossing Suite 766,Kylechester,LA,35577,USA,2025-08-05,80.75
176,Matthew,Poole,mary25@gmail.com,(340)441-2091x1791,92098 Ashley Burg Apt. 752,Lake Kimberly,ME,25906,USA,2023-04-09,19.04
177,Brandon,Snyder,donnawelch@gmail.com,7884235130,Unit 5799 Box 8028,East Catherineside,AP,33858,USA,2022-09-26,9.69
178,Teresa,Adams,bandrade@hotmail.com,(756)425-3135,196 Gonzalez Knoll Suite 172,Raymondville,LA,79653,USA,2023-07-17,43.11
179,Melissa,Love,jennifer19@hotmail.com,7742260880,5330 Jimenez Harbor Suite 117,West Andrewshire,MS,31489,USA,2021-06-16,42.36
180,Robert,Cummings,michelle63@gmail.com,(996)971-8839,004 Daniel Hollow Apt. 459,Wilsonmouth,DC,76975,USA,2023-04-03,46.7
181,John,Davis,petersonlisa@hotmail.com,001-412-671-1307,728 Robin Forges Suite 679,Martinport,CA,36917,USA,2021-02-09,72.91
182,Jesse,Baker,gstone@hotmail.com,932.635.4940x1289,10094 Cameron Courts,East Jessicaview,MO,51997,USA,2022-11-24,67.34
183,Andrea,Lopez,bradleyveronica@gmail.com,001-597-814-8026x32570,14577 Fritz Glens,Jenniferhaven,AL,46720,USA,2023-12-04,98.42
184,Cheryl,Blevins,keith07@hotmail.com,4747065004,498 Kevin Heights,Margaretville,AZ,28986,USA,2023-04-12,9.84
185,Michelle,Thomas,ushelton@hotmail.com,457.656.7667x08061,2683 Torres Hills,East Alishamouth,WY,57765,USA,2022-12-06,40.26
186,Joshua,Cunningham,michelle19@hotmail.com,510-329-1813,382 Taylor Spring,Hansonborough,VA,01346,USA,2024-11-23,33.93
187,Jill,Brown,thomasroberts@hotmail.com,666.220.4719x609,USCGC Richardson,Wolfeville,AA,51774,USA,2024-08-24,86.17
188,Heather,Taylor,sandra17@yahoo.com,817-875-3312,884 Heidi Radial,Port Jessicabury,CA,06389,USA,2021-05-31,24.87
189,Ashley,Bradford,ryanrice@gmail.com,(617)366-1912,02056 Matthew Springs,Michaelside,OK,62594,USA,2021-11-14,19.02
190,Kyle,Rivera,aguilarsharon@yahoo.com,+1-572-740-1078,4350 James Viaduct Suite 037,Georgeland,MI,09776,USA,2024-07-15,44.86
